This data contains example velocities, not measured velocities  
CDP-X       CDP-Y   Time(ms)  Vrms    Vint    Vavg   Depth(m)
 621276.70  6074087.97  637.85 1955.13 2175.00 1949.50  621.75
 621276.70  6074087.97  958.86 2062.22 2260.00 2053.45  984.49
 621276.70  6074087.97 1848.00 2231.13 2400.00 2220.19 2051.45
 621476.62  6074093.56   50.00 1500.00 1500.00 1500.00   37.50
 621476.62  6074093.56  559.17 1923.35 1960.00 1918.87  536.49
 621476.62  6074093.56  613.71 1947.03 2175.00 1941.63  595.80
 621476.62  6074093.56  955.44 2064.43 2260.00 2055.50  981.95
 621476.62  6074093.56 1848.00 2232.81 2400.00 2221.89 2053.03
 621676.55  6074099.15   50.00 1500.00 1500.00 1500.00   37.50
 621676.55  6074099.15  555.46 1923.10 1960.00 1918.59  532.85
 621676.55  6074099.15  614.06 1948.55 2175.00 1943.06  596.58
 621676.55  6074099.15  953.71 2064.86 2260.00 2055.94  980.38
 621676.55  6074099.15 1848.00 2233.33 2400.00 2222.44 2053.53
 621876.47  6074104.73   50.00 1500.00 1500.00 1500.00   37.50
 621876.47  6074104.73  550.80 1922.79 1960.00 1918.24  528.28
 621876.47  6074104.73  614.36 1950.40 2175.00 1944.81  597.41
 621876.47  6074104.73  951.58 2065.43 2260.00 2056.50  978.47
 621876.47  6074104.73 1848.00 2233.99 2400.00 2223.13 2054.17
 622076.39  6074110.32   50.00 1500.00 1500.00 1500.00   37.50
 622076.39  6074110.32  547.83 1922.59 1960.00 1918.02  525.37
 622076.39  6074110.32  613.93 1951.33 2175.00 1945.69  597.26
 622076.39  6074110.32  949.20 2065.63 2260.00 2056.71  976.11
 622076.39  6074110.32 1848.00 2234.52 2400.00 2223.67 2054.67
 622276.31  6074115.91   50.00 1500.00 1500.00 1500.00   37.50
 622276.31  6074115.91  549.18 1922.68 1960.00 1918.12  526.70
 622276.31  6074115.91  613.10 1950.51 2175.00 1944.90  596.21
 622276.31  6074115.91  946.21 2064.76 2260.00 2055.83  972.63
 622276.31  6074115.91 1848.00 2234.64 2400.00 2223.78 2054.77
 622476.23  6074121.50   50.00 1500.00 1500.00 1500.00   37.50
 622476.23  6074121.50  551.35 1922.83 1960.00 1918.28  528.83
 622476.23  6074121.50  612.68 1949.54 2175.00 1943.98  595.52
 622476.23  6074121.50  941.85 2063.36 2260.00 2054.43  967.48
 622476.23  6074121.50 1848.00 2234.77 2400.00 2223.88 2054.86
 622676.16  6074127.08   50.00 1500.00 1500.00 1500.00   37.50
 622676.16  6074127.08  552.37 1922.90 1960.00 1918.36  529.82
 622676.16  6074127.08  597.02 1942.88 2175.00 1937.55  578.37
 622676.16  6074127.08  942.52 2064.79 2260.00 2055.75  968.79
 622676.16  6074127.08 1848.00 2235.33 2400.00 2224.43 2055.37
 622876.08  6074132.67   50.00 1500.00 1500.00 1500.00   37.50
 622876.08  6074132.67  554.94 1923.07 1960.00 1918.55  532.34
 622876.08  6074132.67  596.83 1941.82 2175.00 1936.55  577.89
 622876.08  6074132.67  944.88 2064.73 2260.00 2055.70  971.19
 622876.08  6074132.67 1848.00 2234.87 2400.00 2223.96 2054.94
 623076.00  6074138.26   50.00 1500.00 1500.00 1500.00   37.50
 623076.00  6074138.26  560.22 1923.42 1960.00 1918.94  537.51
 623076.00  6074138.26  596.72 1939.75 2175.00 1934.61  577.21
 623076.00  6074138.26  946.63 2063.92 2260.00 2054.89  972.61
 623076.00  6074138.26 1848.00 2234.17 2400.00 2223.22 2054.25
 623275.92  6074143.85   50.00 1500.00 1500.00 1500.00   37.50
 623275.92  6074143.85  563.85 1923.66 1960.00 1919.21  541.07
 623275.92  6074143.85  596.64 1938.32 2175.00 1933.27  576.74
 623275.92  6074143.85  945.92 2062.95 2260.00 2053.91  971.42
 623275.92  6074143.85 1848.00 2233.84 2400.00 2222.85 2053.91
 623475.84  6074149.43   50.00 1500.00 1500.00 1500.00   37.50
 623475.84  6074149.43  561.45 1923.50 1960.00 1919.03  538.72
 623475.84  6074149.43  546.07 1915.94 2175.00 1911.82  521.99
 623475.84  6074149.43  944.69 2068.11 2260.00 2058.74  972.43
 623475.84  6074149.43 1848.00 2236.50 2400.00 2225.55 2056.41
 623675.77  6074155.02   50.00 1500.00 1500.00 1500.00   37.50
 623675.77  6074155.02  555.22 1923.09 1960.00 1918.57  532.61
 623675.77  6074155.02  545.95 1918.52 2175.00 1914.22  522.53
 623675.77  6074155.02  932.99 2067.04 2260.00 2057.66  959.89
 623675.77  6074155.02 1848.00 2238.10 2400.00 2227.17 2057.90
 623875.69  6074160.61   50.00 1500.00 1500.00 1500.00   37.50
 623875.69  6074160.61  549.20 1922.68 1960.00 1918.12  526.72
 623875.69  6074160.61  545.77 1920.99 2175.00 1916.51  522.99
 623875.69  6074160.61  930.72 2067.96 2260.00 2058.58  957.98
 623875.69  6074160.61 1848.00 2238.93 2400.00 2228.05 2058.72
 624075.61  6074166.20   50.00 1500.00 1500.00 1500.00   37.50
 624075.61  6074166.20  543.08 1922.26 1960.00 1917.65  520.72
 624075.61  6074166.20  545.88 1923.64 2175.00 1918.97  523.76
 624075.61  6074166.20  925.17 2068.16 2260.00 2058.78  952.36
 624075.61  6074166.20 1848.00 2240.02 2400.00 2229.17 2059.76
 624275.53  6074171.78   50.00 1500.00 1500.00 1500.00   37.50
 624275.53  6074171.78  537.29 1921.84 1960.00 1917.19  515.04
 624275.53  6074171.78  545.88 1926.09 2175.00 1921.25  524.39
 624275.53  6074171.78  900.93 2064.14 2260.00 2054.75  925.59
 624275.53  6074171.78 1848.00 2242.56 2400.00 2231.68 2062.08
 624475.45  6074177.37   50.00 1500.00 1500.00 1500.00   37.50
 624475.45  6074177.37  531.99 1921.46 1960.00 1916.77  509.85
 624475.45  6074177.37  545.81 1928.30 2175.00 1923.31  524.88
 624475.45  6074177.37  889.44 2062.78 2260.00 2053.38  913.18
 624475.45  6074177.37 1848.00 2244.03 2400.00 2233.18 2063.45
 624675.38  6074182.96   50.00 1500.00 1500.00 1500.00   37.50
 624675.38  6074182.96  525.49 1920.98 1960.00 1916.23  503.48
 624675.38  6074182.96 1025.73 2048.80 2175.00 2042.43 1047.49
 624675.38  6074182.96  887.48 2013.91 2260.00 2008.54  891.26
 624675.38  6074182.96 1848.00 2222.97 2400.00 2212.01 2043.89
 624875.30  6074188.55   50.00 1500.00 1500.00 1500.00   37.50
 624875.30  6074188.55  520.58 1920.61 1960.00 1915.82  498.67
 624875.30  6074188.55 1025.21 2049.77 2175.00 2043.39 1047.46
 624875.30  6074188.55  886.30 2014.84 2260.00 2009.44  890.49
 624875.30  6074188.55 1848.00 2223.62 2400.00 2212.69 2044.52
 625075.22  6074194.13   50.00 1500.00 1500.00 1500.00   37.50
 625075.22  6074194.13  518.66 1920.46 1960.00 1915.66  496.79
 625075.22  6074194.13 1024.61 2050.10 2175.00 2043.72 1047.01
 625075.22  6074194.13  882.44 2014.24 2260.00 2008.87  886.36
 625075.22  6074194.13 1848.00 2224.16 2400.00 2213.23 2045.03
 625275.14  6074199.72   50.00 1500.00 1500.00 1500.00   37.50
 625275.14  6074199.72  517.77 1920.39 1960.00 1915.58  495.91
 625275.14  6074199.72 1024.03 2050.22 2175.00 2043.83 1046.47
 625275.14  6074199.72  877.79 2013.15 2260.00 2007.82  881.22
 625275.14  6074199.72 1848.00 2224.65 2400.00 2213.72 2045.47
 625475.06  6074205.31   50.00 1500.00 1500.00 1500.00   37.50
 625475.06  6074205.31  517.45 1920.37 1960.00 1915.55  495.60
 625475.06  6074205.31 1022.80 2050.13 2175.00 2043.74 1045.17
 625475.06  6074205.31  880.83 2014.26 2260.00 2008.88  884.74
 625475.06  6074205.31 1848.00 2224.50 2400.00 2213.58 2045.35
 625674.99  6074210.90   50.00 1500.00 1500.00 1500.00   37.50
 625674.99  6074210.90  517.95 1920.40 1960.00 1915.59  496.09
 625674.99  6074210.90 1022.14 2049.95 2175.00 2043.55 1044.40
 625674.99  6074210.90  882.13 2014.59 2260.00 2009.20  886.18
 625674.99  6074210.90 1848.00 2224.37 2400.00 2213.45 2045.23
 625874.91  6074216.48   50.00 1500.00 1500.00 1500.00   37.50
 625874.91  6074216.48  518.90 1920.48 1960.00 1915.68  497.02
 625874.91  6074216.48  965.15 2042.11 2175.00 2035.58  982.32
 625874.91  6074216.48  883.88 2020.89 2260.00 2014.94  890.48
 625874.91  6074216.48 1848.00 2226.74 2400.00 2215.83 2047.43
 626074.83  6074222.07   50.00 1500.00 1500.00 1500.00   37.50
 626074.83  6074222.07  520.41 1920.59 1960.00 1915.80  498.50
 626074.83  6074222.07  966.15 2041.91 2175.00 2035.39  983.25
 626074.83  6074222.07  888.37 2021.70 2260.00 2015.72  895.36
 626074.83  6074222.07 1848.00 2226.18 2400.00 2215.27 2046.91
 626274.75  6074227.66   50.00 1500.00 1500.00 1500.00   37.50
 626274.75  6074227.66  522.04 1920.72 1960.00 1915.94  500.10
 626274.75  6074227.66  966.79 2041.63 2175.00 2035.12  983.76
 626274.75  6074227.66  890.42 2021.81 2260.00 2015.83  897.47
 626274.75  6074227.66 1848.00 2225.81 2400.00 2214.89 2046.56
 626474.67  6074233.25   50.00 1500.00 1500.00 1500.00   37.50
 626474.67  6074233.25  522.95 1920.79 1960.00 1916.02  500.99
 626474.67  6074233.25  965.90 2041.30 2175.00 2034.78  982.70
 626474.67  6074233.25  892.03 2022.13 2260.00 2016.13  899.22
 626474.67  6074233.25 1848.00 2225.63 2400.00 2214.71 2046.39
 626674.60  6074238.83   50.00 1500.00 1500.00 1500.00   37.50
 626674.60  6074238.83  521.67 1920.69 1960.00 1915.91  499.74
 626674.60  6074238.83  963.95 2041.31 2175.00 2034.79  980.71
 626674.60  6074238.83  887.19 2021.28 2260.00 2015.30  893.98
 626674.60  6074238.83 1848.00 2226.24 2400.00 2215.31 2046.95
 626874.52  6074244.42   50.00 1500.00 1500.00 1500.00   37.50
 626874.52  6074244.42  520.30 1920.59 1960.00 1915.79  498.40
 626874.52  6074244.42  963.04 2041.49 2175.00 2034.96  979.87
 626874.52  6074244.42  885.27 2021.16 2260.00 2015.19  892.00
 626874.52  6074244.42 1848.00 2226.58 2400.00 2215.66 2047.27
 627074.44  6074250.01   50.00 1500.00 1500.00 1500.00   37.50
 627074.44  6074250.01  521.28 1920.66 1960.00 1915.88  499.35
 627074.44  6074250.01  950.24 2039.41 2175.00 2032.85  965.84
 627074.44  6074250.01  882.80 2021.56 2260.00 2015.50  889.64
 627074.44  6074250.01 1848.00 2227.26 2400.00 2216.32 2047.88
 627274.36  6074255.60   50.00 1500.00 1500.00 1500.00   37.50
 627274.36  6074255.60  522.98 1920.79 1960.00 1916.02  501.02
 627274.36  6074255.60  951.61 2039.22 2175.00 2032.67  967.15
 627274.36  6074255.60  880.91 2020.45 2260.00 2014.43  887.26
 627274.36  6074255.60 1848.00 2227.16 2400.00 2216.20 2047.77
 627474.28  6074261.18   50.00 1500.00 1500.00 1500.00   37.50
 627474.28  6074261.18  524.35 1920.89 1960.00 1916.14  502.36
 627474.28  6074261.18  952.84 2039.09 2175.00 2032.55  968.35
 627474.28  6074261.18  880.17 2019.77 2260.00 2013.77  886.23
 627474.28  6074261.18 1848.00 2227.01 2400.00 2216.04 2047.62
 627674.21  6074266.77   50.00 1500.00 1500.00 1500.00   37.50
 627674.21  6074266.77  525.17 1920.95 1960.00 1916.20  503.16
 627674.21  6074266.77  951.39 2038.68 2175.00 2032.14  966.68
 627674.21  6074266.77  879.97 2019.66 2260.00 2013.65  885.98
 627674.21  6074266.77 1848.00 2227.01 2400.00 2216.03 2047.61
 627874.13  6074272.36   50.00 1500.00 1500.00 1500.00   37.50
 627874.13  6074272.36  525.49 1920.98 1960.00 1916.23  503.48
 627874.13  6074272.36  950.00 2038.40 2175.00 2031.86  965.14
 627874.13  6074272.36  879.17 2019.49 2260.00 2013.48  885.10
 627874.13  6074272.36 1848.00 2227.10 2400.00 2216.12 2047.69
 628074.05  6074277.95   50.00 1500.00 1500.00 1500.00   37.50
 628074.05  6074277.95  525.71 1921.00 1960.00 1916.25  503.69
 628074.05  6074277.95  948.20 2038.09 2175.00 2031.54  963.15
 628074.05  6074277.95  877.53 2019.16 2260.00 2013.14  883.30
 628074.05  6074277.95 1848.00 2227.29 2400.00 2216.30 2047.86
 628273.97  6074283.53   50.00 1500.00 1500.00 1500.00   37.50
 628273.97  6074283.53  525.68 1920.99 1960.00 1916.25  503.67
 628273.97  6074283.53  947.28 2037.96 2175.00 2031.41  962.16
 628273.97  6074283.53  873.96 2018.22 2260.00 2012.23  879.30
 628273.97  6074283.53 1848.00 2227.62 2400.00 2216.62 2048.15
 628473.89  6074289.12   50.00 1500.00 1500.00 1500.00   37.50
 628473.89  6074289.12  525.49 1920.98 1960.00 1916.23  503.48
 628473.89  6074289.12  889.28 2028.74 2175.00 2022.09  899.10
 628473.89  6074289.12  870.36 2023.42 2260.00 2016.92  877.72
 628473.89  6074289.12 1848.00 2230.58 2400.00 2219.58 2050.89
 628673.82  6074294.71   50.00 1500.00 1500.00 1500.00   37.50
 628673.82  6074294.71  525.48 1920.98 1960.00 1916.23  503.47
 628673.82  6074294.71  889.46 2028.78 2175.00 2022.12  899.30
 628673.82  6074294.71  869.35 2023.12 2260.00 2016.62  876.58
 628673.82  6074294.71 1848.00 2230.65 2400.00 2219.65 2050.95
 628873.74  6074300.30   50.00 1500.00 1500.00 1500.00   37.50
 628873.74  6074300.30  524.83 1920.93 1960.00 1916.18  502.83
 628873.74  6074300.30  889.44 2028.93 2175.00 2022.28  899.34
 628873.74  6074300.30  869.24 2023.25 2260.00 2016.75  876.53
 628873.74  6074300.30 1848.00 2230.73 2400.00 2219.73 2051.03
 629073.66  6074305.88   50.00 1500.00 1500.00 1500.00   37.50
 629073.66  6074305.88  523.29 1920.81 1960.00 1916.05  501.33
 629073.66  6074305.88  889.23 2029.28 2175.00 2022.61  899.29
 629073.66  6074305.88  864.10 2022.17 2260.00 2015.71  870.89
 629073.66  6074305.88 1848.00 2231.31 2400.00 2220.31 2051.57
 629273.58  6074311.47   50.00 1500.00 1500.00 1500.00   37.50
 629273.58  6074311.47  521.77 1920.70 1960.00 1915.92  499.84
 629273.58  6074311.47  888.84 2029.59 2175.00 2022.91  899.03
 629273.58  6074311.47  860.37 2021.51 2260.00 2015.07  866.86
 629273.58  6074311.47 1848.00 2231.79 2400.00 2220.79 2052.01
 629473.50  6074317.06   50.00 1500.00 1500.00 1500.00   37.50
 629473.50  6074317.06  520.73 1920.62 1960.00 1915.83  498.82
 629473.50  6074317.06  888.32 2029.75 2175.00 2023.08  898.57
 629473.50  6074317.06  856.24 2020.62 2260.00 2014.20  862.32
 629473.50  6074317.06 1848.00 2232.25 2400.00 2221.25 2052.43
 605877.12  6073857.65   50.00 1500.00 1500.00 1500.00   37.50
 605877.12  6073857.65  520.25 1920.58 1960.00 1915.79  498.34
 605877.12  6073857.65  887.14 2029.67 2175.00 2022.99  897.34
 605877.12  6073857.65 1125.94 2080.65 2260.00 2073.26 1167.18
 605877.12  6073857.65 1848.00 2210.93 2400.00 2200.92 2033.65
 606077.04  6073863.24   50.00 1500.00 1500.00 1500.00   37.50
 606077.04  6073863.24  857.29 1936.17 1960.00 1933.17  828.64
 606077.04  6073863.24  886.38 1944.48 2175.00 1941.11  860.28
 606077.04  6073863.24 1124.09 2015.33 2260.00 2008.54 1128.89
 606077.04  6073863.24 1848.00 2174.14 2400.00 2161.89 1997.58
 606276.97  6073868.83   50.00 1500.00 1500.00 1500.00   37.50
 606276.97  6073868.83  853.87 1936.08 1960.00 1933.06  825.29
 606276.97  6073868.83  856.25 1936.78 2175.00 1933.74  827.88
 606276.97  6073868.83 1121.71 2017.96 2260.00 2010.95 1127.85
 606276.97  6073868.83 1848.00 2176.12 2400.00 2163.85 1999.40
 606476.89  6073874.42   50.00 1500.00 1500.00 1500.00   37.50
 606476.89  6073874.42  849.68 1935.96 1960.00 1932.93  821.19
 606476.89  6073874.42  857.34 1938.22 2175.00 1935.09  829.51
 606476.89  6073874.42 1121.09 2018.55 2260.00 2011.53 1127.55
 606476.89  6073874.42 1848.00 2176.58 2400.00 2164.34 1999.85
 606676.81  6073880.00   50.00 1500.00 1500.00 1500.00   37.50
 606676.81  6073880.00  845.35 1935.84 1960.00 1932.79  816.94
 606676.81  6073880.00  858.17 1939.63 2175.00 1936.41  830.89
 606676.81  6073880.00 1119.64 2019.00 2260.00 2011.98 1126.35
 606676.81  6073880.00 1848.00 2177.14 2400.00 2164.91 2000.38
 606876.73  6073885.59   50.00 1500.00 1500.00 1500.00   37.50
 606876.73  6073885.59  839.90 1935.68 1960.00 1932.62  811.60
 606876.73  6073885.59  857.01 1940.75 2175.00 1937.46  830.21
 606876.73  6073885.59 1117.86 2019.76 2260.00 2012.72 1124.97
 606876.73  6073885.59 1848.00 2177.94 2400.00 2165.73 2001.14
 607076.65  6073891.18   50.00 1500.00 1500.00 1500.00   37.50
 607076.65  6073891.18  833.08 1935.48 1960.00 1932.39  804.92
 607076.65  6073891.18  854.74 1941.91 2175.00 1938.54  828.48
 607076.65  6073891.18 1115.56 2020.77 2260.00 2013.70 1123.20
 607076.65  6073891.18 1848.00 2178.99 2400.00 2166.81 2002.13
 607276.58  6073896.77   50.00 1500.00 1500.00 1500.00   37.50
 607276.58  6073896.77  826.47 1935.28 1960.00 1932.17  798.44
 607276.58  6073896.77  853.68 1943.38 2175.00 1939.91  828.03
 607276.58  6073896.77 1113.75 2021.75 2260.00 2014.65 1121.91
 607276.58  6073896.77 1848.00 2179.91 2400.00 2167.76 2003.01
 607476.50  6073902.35   50.00 1500.00 1500.00 1500.00   37.50
 607476.50  6073902.35  824.17 1935.21 1960.00 1932.09  796.19
 607476.50  6073902.35  802.46 1928.31 2175.00 1925.52  772.57
 607476.50  6073902.35 1110.60 2025.79 2260.00 2018.32 1120.78
 607476.50  6073902.35 1848.00 2182.81 2400.00 2170.62 2005.66
 607676.42  6073907.94   50.00 1500.00 1500.00 1500.00   37.50
 607676.42  6073907.94  818.85 1935.05 1960.00 1931.91  790.97
 607676.42  6073907.94  803.11 1930.05 2175.00 1927.15  773.85
 607676.42  6073907.94 1108.84 2026.39 2260.00 2018.92 1119.33
 607676.42  6073907.94 1848.00 2183.51 2400.00 2171.35 2006.32
 607876.34  6073913.53   50.00 1500.00 1500.00 1500.00   37.50
 607876.34  6073913.53  814.80 1934.92 1960.00 1931.77  787.01
 607876.34  6073913.53  803.53 1931.34 2175.00 1928.36  774.74
 607876.34  6073913.53 1106.31 2026.60 2260.00 2019.12 1116.89
 607876.34  6073913.53 1848.00 2184.14 2400.00 2171.99 2006.92
 608076.26  6073919.12   50.00 1500.00 1500.00 1500.00   37.50
 608076.26  6073919.12  809.54 1934.76 1960.00 1931.59  781.84
 608076.26  6073919.12  802.68 1932.58 2175.00 1929.51  774.39
 608076.26  6073919.12 1106.65 2027.79 2260.00 2020.29 1117.88
 608076.26  6073919.12 1848.00 2184.74 2400.00 2172.61 2007.50
 608276.19  6073924.70   50.00 1500.00 1500.00 1500.00   37.50
 608276.19  6073924.70  803.61 1934.57 1960.00 1931.38  776.03
 608276.19  6073924.70  801.55 1933.92 2175.00 1930.75  773.80
 608276.19  6073924.70 1104.76 2028.64 2260.00 2021.12 1116.42
 608276.19  6073924.70 1848.00 2185.59 2400.00 2173.50 2008.31
 608476.11  6073930.29   50.00 1500.00 1500.00 1500.00   37.50
 608476.11  6073930.29  798.37 1934.40 1960.00 1931.19  770.91
 608476.11  6073930.29  799.25 1934.68 2175.00 1931.46  771.86
 608476.11  6073930.29 1102.38 2029.35 2260.00 2021.80 1114.40
 608476.11  6073930.29 1848.00 2186.47 2400.00 2174.39 2009.14
 608676.03  6073935.88   50.00 1500.00 1500.00 1500.00   37.50
 608676.03  6073935.88  792.96 1934.23 1960.00 1930.99  765.60
 608676.03  6073935.88  797.88 1935.80 2175.00 1932.50  770.95
 608676.03  6073935.88 1099.16 2029.82 2260.00 2022.27 1111.40
 608676.03  6073935.88 1848.00 2187.39 2400.00 2175.33 2010.01
 608875.95  6073941.47   50.00 1500.00 1500.00 1500.00   37.50
 608875.95  6073941.47  787.23 1934.04 1960.00 1930.78  759.99
 608875.95  6073941.47  730.98 1914.24 2175.00 1911.99  698.81
 608875.95  6073941.47 1095.86 2035.90 2260.00 2027.86 1111.13
 608875.95  6073941.47 1848.00 2191.40 2400.00 2179.32 2013.70
 609075.87  6073947.05   50.00 1500.00 1500.00 1500.00   37.50
 609075.87  6073947.05  781.32 1933.84 1960.00 1930.56  754.20
 609075.87  6073947.05  733.41 1917.03 2175.00 1914.59  702.09
 609075.87  6073947.05 1093.67 2036.40 2260.00 2028.37 1109.19
 609075.87  6073947.05 1848.00 2192.11 2400.00 2180.07 2014.38
 609275.80  6073952.64   50.00 1500.00 1500.00 1500.00   37.50
 609275.80  6073952.64  775.53 1933.65 1960.00 1930.34  748.52
 609275.80  6073952.64  735.28 1919.56 2175.00 1916.95  704.75
 609275.80  6073952.64 1092.41 2037.12 2260.00 2029.10 1108.30
 609275.80  6073952.64 1848.00 2192.76 2400.00 2180.75 2015.01
 609475.72  6073958.23   50.00 1500.00 1500.00 1500.00   37.50
 609475.72  6073958.23  769.71 1933.45 1960.00 1930.12  742.82
 609475.72  6073958.23  732.93 1920.52 2175.00 1917.83  702.82
 609475.72  6073958.23 1090.75 2038.13 2260.00 2030.08 1107.15
 609475.72  6073958.23 1848.00 2193.64 2400.00 2181.66 2015.85
 609675.64  6073963.82   50.00 1500.00 1500.00 1500.00   37.50
 609675.64  6073963.82  763.49 1933.23 1960.00 1929.88  736.72
 609675.64  6073963.82  730.56 1921.61 2175.00 1918.83  700.90
 609675.64  6073963.82 1089.98 2039.41 2260.00 2031.33 1107.06
 609675.64  6073963.82 1848.00 2194.50 2400.00 2182.55 2016.68
 609875.56  6073969.40   50.00 1500.00 1500.00 1500.00   37.50
 609875.56  6073969.40  756.48 1932.98 1960.00 1929.60  729.85
 609875.56  6073969.40  727.00 1922.52 2175.00 1919.64  697.79
 609875.56  6073969.40 1087.40 2040.57 2260.00 2032.45 1105.05
 609875.56  6073969.40 1848.00 2195.64 2400.00 2183.73 2017.76
 610075.48  6073974.99   50.00 1500.00 1500.00 1500.00   37.50
 610075.48  6073974.99  749.29 1932.72 1960.00 1929.30  722.80
 610075.48  6073974.99  725.16 1924.13 2175.00 1921.13  696.56
 610075.48  6073974.99 1082.67 2041.16 2260.00 2033.03 1100.54
 610075.48  6073974.99 1848.00 2196.89 2400.00 2185.01 2018.95
 610275.41  6073980.58   50.00 1500.00 1500.00 1500.00   37.50
 610275.41  6073980.58  743.74 1932.51 1960.00 1929.08  717.36
 610275.41  6073980.58  638.86 1889.73 2175.00 1888.71  603.31
 610275.41  6073980.58 1079.47 2048.96 2260.00 2040.26 1101.20
 610275.41  6073980.58 1848.00 2201.76 2400.00 2189.86 2023.43
 610475.33  6073986.17   50.00 1500.00 1500.00 1500.00   37.50
 610475.33  6073986.17  737.91 1932.29 1960.00 1928.83  711.65
 610475.33  6073986.17  639.19 1892.04 2175.00 1890.81  604.30
 610475.33  6073986.17 1078.20 2049.85 2260.00 2041.13 1100.37
